scur	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Wed 26 Sep 2018 12:59:37 AM UTC
scur	9	0	0	2	0	0	0	0	0	0	0	2	0	0		Wed 26 Sep 2018 01:00:07 AM UTC
scur	8	0	0	8	0	0	0	0	0	0	0	8	0	0		Wed 26 Sep 2018 01:00:37 AM UTC
scur	8	0	0	3	0	0	0	0	0	0	0	3	0	0		Wed 26 Sep 2018 01:01:07 AM UTC
scur	8	0	0	8	0	0	0	0	0	0	0	8	0	0		Wed 26 Sep 2018 01:01:38 AM UTC
scur	8	0	0	7	0	0	0	0	0	0	0	7	0	0		Wed 26 Sep 2018 01:02:08 AM UTC
scur	8	0	0	8	0	0	0	0	0	0	0	8	0	0		Wed 26 Sep 2018 01:02:38 AM UTC
scur	9	0	0	7	0	0	0	0	0	0	0	7	0	0		Wed 26 Sep 2018 01:03:08 AM UTC
scur	9	0	0	8	0	0	0	0	0	0	0	8	0	0		Wed 26 Sep 2018 01:03:38 AM UTC
scur	10	0	0	8	0	0	0	0	0	0	0	8	0	0		Wed 26 Sep 2018 01:04:08 AM UTC
scur	8	0	0	6	0	0	0	0	0	0	0	6	0	0		Wed 26 Sep 2018 01:04:39 AM UTC
scur	8	0	0	2	0	0	0	0	0	0	0	2	0	0		Wed 26 Sep 2018 01:05:09 AM UTC
scur	8	0	0	3	0	0	0	0	0	0	0	3	0	0		Wed 26 Sep 2018 01:05:39 AM UTC
scur	7	0	0	7	0	0	0	0	0	0	0	7	0	0		Wed 26 Sep 2018 01:06:09 AM UTC
scur	8	0	0	8	0	0	0	0	0	0	0	8	0	0		Wed 26 Sep 2018 01:06:39 AM UTC
scur	8	0	0	7	0	0	0	0	0	0	0	7	0	0		Wed 26 Sep 2018 01:07:09 AM UTC
scur	8	0	0	3	0	0	0	0	0	0	0	3	0	0		Wed 26 Sep 2018 01:07:40 AM UTC
scur	7	0	0	7	0	0	0	0	0	0	0	7	0	0		Wed 26 Sep 2018 01:08:10 AM UTC
scur	14	0	0	4	0	0	0	0	0	0	0	4	0	0		Wed 26 Sep 2018 01:08:40 AM UTC
scur	9	0	0	2	0	0	0	0	0	0	0	2	0	0		Wed 26 Sep 2018 01:09:10 AM UTC
scur	10	0	0	8	0	0	0	0	0	0	0	8	0	0		Wed 26 Sep 2018 01:09:40 AM UTC
